session_id;answered_at;attempt_order;word_key;italian_word;clue_language;clue_column;clue;user_answer;is_correct;error_type;similarity_score;confused_with;task_attempt_number;is_first_try_correct;example
20260802_151729;2026-08-02T15:17:41;1;venerdi;Venerdi;Türkçe;Türkçesi;Cuma;venerdi;True;correct;1.0;;1;True;Venerdì sera ceno con la mia ragazza
20260802_151729;2026-08-02T15:17:50;2;anche;Anche;İngilizce;İngilizcesi;Also / Too / Even;anche;True;correct;1.0;;1;True;Anche io voglio imparare il russo
20260802_151729;2026-08-02T15:17:56;3;domenica;Domenica;İngilizce;İngilizcesi;Pazar;domenica;True;correct;1.0;;1;True;Domenica rimango a casa con la mia famiglia
20260802_151729;2026-08-02T15:18:04;4;ancora;Ancora;Türkçe;Türkçesi;Hala / Tekrar / Daha;ancora;True;correct;1.0;;1;True;Sto ancora studiando italiano
20260802_151729;2026-08-02T15:18:12;5;esempio;Esempio;İngilizce;İngilizcesi;Example;esempio;True;correct;1.0;;1;True;Puoi farmi un esempio per favore
20260802_151729;2026-08-02T15:18:18;6;martedi;Martedi;İngilizce;İngilizcesi;Tuesday;martedi;True;correct;1.0;;1;True;Martedì lavoro fino alle sei
20260802_151729;2026-08-02T15:18:22;7;esempio;Esempio;Türkçe;Türkçesi;Örnek;esempio;True;correct;1.0;;1;True;Puoi farmi un esempio per favore
20260802_151729;2026-08-02T15:18:27;8;giovedi;Giovedi;Türkçe;Türkçesi;Perşembe;giovedi;True;correct;1.0;;1;True;Giovedì voglio andare al cinema
20260802_151729;2026-08-02T15:18:44;9;anche;Anche;Türkçe;Türkçesi;Ayrıca / De, da / Bile;anche;True;correct;1.0;;1;True;Anche io voglio imparare il russo
20260802_151729;2026-08-02T15:18:49;10;domenica;Domenica;Türkçe;Türkçesi;Pazar;domenica;True;correct;1.0;;1;True;Domenica rimango a casa con la mia famiglia
20260802_151729;2026-08-02T15:18:56;11;sentire;Sentire;Türkçe;Türkçesi;Duymak / Hissetmek;sentire;True;correct;1.0;;1;True;Non riesco a sentire bene la tua voce
20260802_151729;2026-08-02T15:19:03;12;in piu;In piu;İngilizce;İngilizcesi;In addition / More;in piu;True;correct;1.0;;1;True;Studio italiano e, in piu, ascolto podcast ogni giorno
20260802_151729;2026-08-02T15:19:08;13;giovedi;Giovedi;İngilizce;İngilizcesi;Thursday;giovedi;True;correct;1.0;;1;True;Giovedì voglio andare al cinema
20260802_151729;2026-08-02T15:19:11;14;sabato;Sabato;Türkçe;Türkçesi;Cumartesi;sabato;True;correct;1.0;;1;True;Sabato di solito faccio fotografie
20260802_151729;2026-08-02T15:19:15;15;martedi;Martedi;Türkçe;Türkçesi;Salı;martedi;True;correct;1.0;;1;True;Martedì lavoro fino alle sei
20260802_151729;2026-08-02T15:19:18;16;fa caldo;Fa caldo;Türkçe;Türkçesi;Hava sıcak;fa caldo;True;correct;1.0;;1;True;Oggi fa molto caldo, quindi bevo molta acqua
20260802_151729;2026-08-02T15:19:22;17;venerdi;Venerdi;İngilizce;İngilizcesi;Friday;venerdi;True;correct;1.0;;1;True;Venerdì sera ceno con la mia ragazza
20260802_151729;2026-08-02T15:19:26;18;mercoledi;Mercoledi;Türkçe;Türkçesi;Çarşamba;mercoledi;True;correct;1.0;;1;True;Mercoledì studio italiano con un amico
20260802_151729;2026-08-02T15:19:30;19;fa caldo;Fa caldo;İngilizce;İngilizcesi;It is Hot;fa caldo;True;correct;1.0;;1;True;Oggi fa molto caldo, quindi bevo molta acqua
20260802_151729;2026-08-02T15:19:39;20;il primo;Il primo;Türkçe;Türkçesi;Birinci / İlk / İlk yemek;Il primo;True;correct;1.0;;1;True;Questo e’ il mio primo giorno di corso
20260802_151729;2026-08-02T15:19:44;21;ancora;Ancora;İngilizce;İngilizcesi;Still / Again / More;ancora;True;correct;1.0;;1;True;Sto ancora studiando italiano
20260802_151729;2026-08-02T15:19:47;22;estata;Estata;Türkçe;Türkçesi;Yaz;estata;True;correct;1.0;;1;True;In estate mi piace andare al mare
20260802_151729;2026-08-02T15:19:53;23;mercoledi;Mercoledi;İngilizce;İngilizcesi;Wednesday;mercoledi;True;correct;1.0;;1;True;Mercoledì studio italiano con un amico
