session_id;answered_at;attempt_order;word_key;italian_word;clue_language;clue_column;clue;user_answer;is_correct;error_type;similarity_score;confused_with;task_attempt_number;is_first_try_correct;example
20260802_005956;2026-08-02T01:00:02;1;puoi farmi;Puoi farmi;İngilizce;İngilizcesi;Can you make/do … for me;puoi farmi;True;correct;1.0;;1;True;Puoi farmi un favore per favore
20260802_005956;2026-08-02T01:00:08;2;dai;Dai;Türkçe;Türkçesi;Haydi / Hadi ama;dai;True;correct;1.0;;1;True;Dai, andiamo al mare
20260802_005956;2026-08-02T01:01:26;3;sensazione;Sensazione;Türkçe;Türkçesi;His / Duygu / İzlenim;sensazare;False;unknown_or_semantic_error;0.737;;1;False;Ho una bella sensazione quando parlo italiano
20260802_005956;2026-08-02T01:01:37;4;sensazione;Sensazione;İngilizce;İngilizcesi;Feeling / Sensation;sensazione;True;correct;1.0;;1;True;Ho una bella sensazione quando parlo italiano
20260802_005956;2026-08-02T01:01:40;5;dai;Dai;İngilizce;İngilizcesi;Come on / Go on;dai;True;correct;1.0;;1;True;Dai, andiamo al mare
20260802_005956;2026-08-02T01:01:56;6;spiegare;Spiegare;İngilizce;İngilizcesi;To explain;spiegere;False;spelling_error;0.875;;1;False;Puoi spiegare il significato di questa parola
20260802_005956;2026-08-02T01:02:06;7;sperare;Sperare;Türkçe;Türkçesi;Ummak / Ümit etmek;;False;no_recall;0.0;;1;False;Spero di andare in Italia l’anno prossimo
20260802_005956;2026-08-02T01:02:12;8;spiegare;Spiegare;İngilizce;İngilizcesi;To explain;sbiegare;False;spelling_error;0.875;;2;False;Puoi spiegare il significato di questa parola
20260802_005956;2026-08-02T01:02:22;9;quanto;Quanto;Türkçe;Türkçesi;Ne kadar / Kaç tane;;False;no_recall;0.0;;1;False;Quanto costa questo corso di italiano
20260802_005956;2026-08-02T01:02:28;10;scorsa;Scorsa;İngilizce;İngilizcesi;Last / Previous;scorsa;True;correct;1.0;;1;True;L’estate scorsa sono andato in Cappadocia
20260802_005956;2026-08-02T01:02:34;11;ovviamente;Ovviamente;Türkçe;Türkçesi;Açıkçası / Elbette;ovviamente;True;correct;1.0;;1;True;Ovviamente voglio visitare Roma quando andrò in Italia
20260802_005956;2026-08-02T01:02:40;12;non riesco;Non riesco;Türkçe;Türkçesi;Başaramıyorum / Yapamıyorum;non riesco;True;correct;1.0;;1;True;Non riesco a capire questa frase
20260802_005956;2026-08-02T01:02:50;13;semplice;Semplice;İngilizce;İngilizcesi;Simple / Easy;semplimente;False;unknown_or_semantic_error;0.737;;1;False;Questa frase e’ semplice da capire
20260802_005956;2026-08-02T01:03:04;14;sperare;Sperare;Türkçe;Türkçesi;Ummak / Ümit etmek;sperare;True;correct;1.0;;2;False;Spero di andare in Italia l’anno prossimo
20260802_005956;2026-08-02T01:03:08;15;in piu;In piu;İngilizce;İngilizcesi;In addition / More;in piu;True;correct;1.0;;1;True;Studio italiano e, in piu, ascolto podcast ogni giorno
20260802_005956;2026-08-02T01:03:14;16;semplice;Semplice;Türkçe;Türkçesi;Basit / Sade;semplice;True;correct;1.0;;1;True;Questa frase e’ semplice da capire
20260802_005956;2026-08-02T01:03:20;17;non riesco;Non riesco;İngilizce;İngilizcesi;I can’t manage / Im unable;non riesco;True;correct;1.0;;1;True;Non riesco a capire questa frase
20260802_005956;2026-08-02T01:03:29;18;anche se;Anche se;Türkçe;Türkçesi;Olsa bile / Her ne kadar;anche se;True;correct;1.0;;1;True;Anche se sono stanco, studio italiano e inglese
20260802_005956;2026-08-02T01:03:33;19;ovviamente;Ovviamente;İngilizce;İngilizcesi;Obviously / Of course;ovviamente;True;correct;1.0;;1;True;Ovviamente voglio visitare Roma quando andrò in Italia
20260802_005956;2026-08-02T01:03:37;20;camminare;Camminare;Türkçe;Türkçesi;Yürümek;camminare;True;correct;1.0;;1;True;Mi piace camminare per la città
20260802_005956;2026-08-02T01:03:41;21;scorsa;Scorsa;Türkçe;Türkçesi;Geçen / Önceki;scorsa;True;correct;1.0;;1;True;L’estate scorsa sono andato in Cappadocia
20260802_005956;2026-08-02T01:03:47;22;spiegare;Spiegare;İngilizce;İngilizcesi;To explain;spiegare;True;correct;1.0;;3;False;Puoi spiegare il significato di questa parola
20260802_005956;2026-08-02T01:04:07;23;quindi;Quindi;Türkçe;Türkçesi;Bu yüzden / dolayısıyla / O halde;in puoi;False;unknown_or_semantic_error;0.462;;1;False;Sono stanco, quindi rimango a casa
20260802_005956;2026-08-02T01:04:19;24;puoi farmi;Puoi farmi;Türkçe;Türkçesi;Bana … yapabilir misin;aa;False;unknown_or_semantic_error;0.167;;1;False;Puoi farmi un favore per favore
