session_id;answered_at;attempt_order;word_key;italian_word;clue_language;clue_column;clue;user_answer;is_correct;error_type;similarity_score;confused_with;task_attempt_number;is_first_try_correct;example
20260728_105051;2026-07-28T10:50:58;1;giovedi;Giovedi;Türkçe;Türkçesi;Perşembe;giovedi;True;correct;1.0;;1;True;Giovedì voglio andare al cinema
20260728_105051;2026-07-28T10:51:02;2;mercoledi;Mercoledi;Türkçe;Türkçesi;Çarşamba;mercoledi;True;correct;1.0;;1;True;Mercoledì studio italiano con un amico
20260728_105051;2026-07-28T10:51:10;3;martedi;Martedi;Türkçe;Türkçesi;Salı;martedi;True;correct;1.0;;1;True;Martedì lavoro fino alle sei
20260728_105051;2026-07-28T10:51:15;4;domenica;Domenica;Türkçe;Türkçesi;Pazar;domenica;True;correct;1.0;;1;True;Domenica rimango a casa con la mia famiglia
20260728_105051;2026-07-28T10:51:18;5;esempio;Esempio;İngilizce;İngilizcesi;Example;esempio;True;correct;1.0;;1;True;Puoi farmi un esempio per favore
20260728_105051;2026-07-28T10:51:24;6;significato;Significato;Türkçe;Türkçesi;Anlam;significato;True;correct;1.0;;1;True;Non conosco il significato di questa parola
20260728_105051;2026-07-28T10:51:31;7;martedi;Martedi;İngilizce;İngilizcesi;Tuesday;mattina;False;unknown_or_semantic_error;0.571;;1;False;Martedì lavoro fino alle sei
20260728_105051;2026-07-28T10:51:39;8;venerdi;Venerdi;Türkçe;Türkçesi;Cuma;venerdi;True;correct;1.0;;1;True;Venerdì sera ceno con la mia ragazza
20260728_105051;2026-07-28T10:51:42;9;domenica;Domenica;İngilizce;İngilizcesi;Pazar;domenica;True;correct;1.0;;1;True;Domenica rimango a casa con la mia famiglia
20260728_105051;2026-07-28T10:51:46;10;giovedi;Giovedi;İngilizce;İngilizcesi;Thursday;giovedi;True;correct;1.0;;1;True;Giovedì voglio andare al cinema
20260728_105051;2026-07-28T10:51:50;11;martedi;Martedi;İngilizce;İngilizcesi;Tuesday;martedi;True;correct;1.0;;2;False;Martedì lavoro fino alle sei
20260728_105051;2026-07-28T10:51:56;12;frase;Frase;İngilizce;İngilizcesi;Sentence / Phrase;frase;True;correct;1.0;;1;True;Provo a scrivere una frase in italiano
20260728_105051;2026-07-28T10:52:05;13;il primo;Il primo;Türkçe;Türkçesi;Birinci / İlk / İlk yemek;Il primo;True;correct;1.0;;1;True;Questo e’ il mio primo giorno di corso
20260728_105051;2026-07-28T10:52:10;14;mercoledi;Mercoledi;İngilizce;İngilizcesi;Wednesday;mercoledi;True;correct;1.0;;1;True;Mercoledì studio italiano con un amico
20260728_105051;2026-07-28T10:52:15;15;esempio;Esempio;Türkçe;Türkçesi;Örnek;esempio;True;correct;1.0;;1;True;Puoi farmi un esempio per favore
20260728_105051;2026-07-28T10:52:19;16;lunedi;Lunedi;İngilizce;İngilizcesi;Monday;lunedi;True;correct;1.0;;1;True;Lunedì inizio u nuovo corso di italiano
20260728_105051;2026-07-28T10:52:23;17;fa caldo;Fa caldo;Türkçe;Türkçesi;Hava sıcak;Fa caldo;True;correct;1.0;;1;True;Oggi fa molto caldo, quindi bevo molta acqua
20260728_105051;2026-07-28T10:52:34;18;venerdi;Venerdi;İngilizce;İngilizcesi;Friday;venerdi;True;correct;1.0;;1;True;Venerdì sera ceno con la mia ragazza
20260728_105051;2026-07-28T10:52:39;19;fa caldo;Fa caldo;İngilizce;İngilizcesi;It is Hot;Fa caldo;True;correct;1.0;;1;True;Oggi fa molto caldo, quindi bevo molta acqua
20260728_105051;2026-07-28T10:52:51;20;il primo;Il primo;İngilizce;İngilizcesi;The first / First course;Il primo;True;correct;1.0;;1;True;Questo e’ il mio primo giorno di corso
20260728_105051;2026-07-28T10:52:58;21;sabato;Sabato;İngilizce;İngilizcesi;Saturday;sabato;True;correct;1.0;;1;True;Sabato di solito faccio fotografie
20260728_105051;2026-07-28T10:53:02;22;frase;Frase;Türkçe;Türkçesi;Cümle / İfade;frase;True;correct;1.0;;1;True;Provo a scrivere una frase in italiano
20260728_105051;2026-07-28T10:53:10;23;estata;Estata;İngilizce;İngilizcesi;Summer;estata;True;correct;1.0;;1;True;In estate mi piace andare al mare
20260728_105051;2026-07-28T10:53:16;24;sentire;Sentire;Türkçe;Türkçesi;Duymak / Hissetmek;sentare;False;spelling_error;0.857;;1;False;Non riesco a sentire bene la tua voce
20260728_105051;2026-07-28T10:53:23;25;ancora;Ancora;Türkçe;Türkçesi;Hala / Tekrar / Daha;ancora;True;correct;1.0;;1;True;Sto ancora studiando italiano
20260728_105051;2026-07-28T10:53:28;26;sentire;Sentire;İngilizce;İngilizcesi;To hear / To feel;sentire;True;correct;1.0;;1;True;Non riesco a sentire bene la tua voce
20260728_105051;2026-07-28T10:53:33;27;anche;Anche;İngilizce;İngilizcesi;Also / Too / Even;anche;True;correct;1.0;;1;True;Anche io voglio imparare il russo
20260728_105051;2026-07-28T10:53:39;28;lunedi;Lunedi;Türkçe;Türkçesi;Pazartesi;lunedi;True;correct;1.0;;1;True;Lunedì inizio u nuovo corso di italiano
20260728_105051;2026-07-28T10:53:43;29;sentire;Sentire;Türkçe;Türkçesi;Duymak / Hissetmek;sentire;True;correct;1.0;;2;False;Non riesco a sentire bene la tua voce
20260728_105051;2026-07-28T10:53:46;30;estata;Estata;Türkçe;Türkçesi;Yaz;estata;True;correct;1.0;;1;True;In estate mi piace andare al mare
20260728_105051;2026-07-28T10:53:57;31;anche;Anche;Türkçe;Türkçesi;Ayrıca / De, da / Bile;anche;True;correct;1.0;;1;True;Anche io voglio imparare il russo
20260728_105051;2026-07-28T10:54:56;32;ancora;Ancora;İngilizce;İngilizcesi;Still / Again / More;ancora;True;correct;1.0;;1;True;Sto ancora studiando italiano
20260728_105051;2026-07-28T10:55:12;33;significato;Significato;İngilizce;İngilizcesi;Meaning;significato;True;correct;1.0;;1;True;Non conosco il significato di questa parola
20260728_105051;2026-07-28T10:55:17;34;sabato;Sabato;Türkçe;Türkçesi;Cumartesi;sabato;True;correct;1.0;;1;True;Sabato di solito faccio fotografie
