session_id;answered_at;attempt_order;word_key;italian_word;clue_language;clue_column;clue;user_answer;is_correct;error_type;similarity_score;confused_with;task_attempt_number;is_first_try_correct;example
20260802_161046;2026-08-02T16:15:09;1;scorsa;Scorsa;İngilizce;İngilizcesi;Last / Previous;scorsa;True;correct;1.0;;1;True;L’estate scorsa sono andato in Cappadocia
20260802_161046;2026-08-02T16:15:46;2;quindi;Quindi;Türkçe;Türkçesi;Bu yüzden / dolayısıyla / O halde;quindi;True;correct;1.0;;1;True;Sono stanco, quindi rimango a casa
20260802_161046;2026-08-02T16:16:15;3;quanto;Quanto;Türkçe;Türkçesi;Ne kadar / Kaç tane;quanto;True;correct;1.0;;1;True;Quanto costa questo corso di italiano
20260802_161046;2026-08-02T16:17:22;4;ovviamente;Ovviamente;Türkçe;Türkçesi;Açıkçası / Elbette;ovviamente;True;correct;1.0;;1;True;Ovviamente voglio visitare Roma quando andrò in Italia
20260802_161046;2026-08-02T16:18:00;5;dai;Dai;İngilizce;İngilizcesi;Come on / Go on;dai;True;correct;1.0;;1;True;Dai, andiamo al mare
20260802_161046;2026-08-02T16:18:07;6;fino;Fino;Türkçe;Türkçesi;-e kadar / -a kadar;fino;True;correct;1.0;;1;True;Lavoro fine alle sei e poi torno a casa
20260802_161046;2026-08-02T16:18:11;7;anche se;Anche se;İngilizce;İngilizcesi;Even if / Although;anche se;True;correct;1.0;;1;True;Anche se sono stanco, studio italiano e inglese
20260802_161046;2026-08-02T16:18:28;8;semplice;Semplice;İngilizce;İngilizcesi;Simple / Easy;semplice;True;correct;1.0;;1;True;Questa frase e’ semplice da capire
20260802_161046;2026-08-02T16:19:49;9;semplice;Semplice;Türkçe;Türkçesi;Basit / Sade;semplice;True;correct;1.0;;1;True;Questa frase e’ semplice da capire
20260802_161046;2026-08-02T16:19:52;10;quanto;Quanto;İngilizce;İngilizcesi;How much / How many / As much as;quanto;True;correct;1.0;;1;True;Quanto costa questo corso di italiano
20260802_161046;2026-08-02T16:19:57;11;sperare;Sperare;Türkçe;Türkçesi;Ummak / Ümit etmek;sperare;True;correct;1.0;;1;True;Spero di andare in Italia l’anno prossimo
20260802_161046;2026-08-02T16:20:00;12;quindi;Quindi;İngilizce;İngilizcesi;So / Therefore / Then;quindi;True;correct;1.0;;1;True;Sono stanco, quindi rimango a casa
20260802_161046;2026-08-02T16:20:05;13;sensazione;Sensazione;İngilizce;İngilizcesi;Feeling / Sensation;sensazione;True;correct;1.0;;1;True;Ho una bella sensazione quando parlo italiano
20260802_161046;2026-08-02T16:21:47;14;spiegare;Spiegare;İngilizce;İngilizcesi;To explain;spiegare;True;correct;1.0;;1;True;Puoi spiegare il significato di questa parola
20260802_161046;2026-08-02T16:21:50;15;dai;Dai;Türkçe;Türkçesi;Haydi / Hadi ama;dai;True;correct;1.0;;1;True;Dai, andiamo al mare
