session_id;answered_at;attempt_order;word_key;italian_word;clue_language;clue_column;clue;user_answer;is_correct;error_type;similarity_score;confused_with;task_attempt_number;is_first_try_correct;example
20260727_171553;2026-07-27T17:19:37;1;andare;Andare;İngilizce;İngilizcesi;To go;andare;True;correct;1.0;;1;True;Voglio andare in Italia
20260727_171553;2026-07-27T17:20:47;2;fare;Fare;Türkçe;Türkçesi;Yapmak;fare;True;correct;1.0;;1;True;Nel tempo libero faccio fotografie
20260727_171553;2026-07-27T17:20:54;3;diverso;Diverso;İngilizce;İngilizcesi;Different/various;diverso;True;correct;1.0;;1;True;Ho visitato diverso città in Italia
20260727_171553;2026-07-27T17:20:58;4;prendere;Prendere;İngilizce;İngilizcesi;To take/to get;prendere;True;correct;1.0;;1;True;Prendo l’autobus ogni mattina
20260727_171553;2026-07-27T17:21:01;5;felice;Felice;İngilizce;İngilizcesi;Happy;felice;True;correct;1.0;;1;True;Sono felice quando viaggio con la mia ragazza
20260727_171553;2026-07-27T17:21:03;6;andare;Andare;Türkçe;Türkçesi;Gitmek;andare;True;correct;1.0;;1;True;Voglio andare in Italia
20260727_171553;2026-07-27T17:21:07;7;parlare;Parlare;Türkçe;Türkçesi;Konuşmak;parlare;True;correct;1.0;;1;True;Parlo italiano con i miei amici
20260727_171553;2026-07-27T17:22:12;8;potere;Potere;İngilizce;İngilizcesi;Can/ to be able to;potare;False;spelling_error;0.833;;1;False;Posso parlare un podi italiano
20260727_171553;2026-07-27T17:22:18;9;volere;Volere;Türkçe;Türkçesi;İstemek;volare;False;spelling_error;0.833;;1;False;Voglio imparare l’italiano
20260727_171553;2026-07-27T17:22:20;10;cambiare;Cambiare;Türkçe;Türkçesi;Değiştirmek / Değişmek;;False;no_recall;0.0;;1;False;Voglio cambiare la mia vita
20260727_171553;2026-07-27T17:22:25;11;qualcosa;Qualcosa;İngilizce;İngilizcesi;Something;qualcosa;True;correct;1.0;;1;True;Vorrei mangiare qualcosa
20260727_171553;2026-07-27T17:22:29;12;cambiare;Cambiare;Türkçe;Türkçesi;Değiştirmek / Değişmek;cambiare;True;correct;1.0;;2;False;Voglio cambiare la mia vita
20260727_171553;2026-07-27T17:22:31;13;vita;Vita;Türkçe;Türkçesi;Hayat;vita;True;correct;1.0;;1;True;Ha avuto una vita difficile, tra Mattie e problemi familiari
20260727_171553;2026-07-27T17:22:37;14;difficile;Difficile;Türkçe;Türkçesi;Zor;difficile;True;correct;1.0;;1;True;Parlare italiano non e difficile
20260727_171553;2026-07-27T17:22:41;15;diverso;Diverso;Türkçe;Türkçesi;Farklı/Çeşitli;diverso;True;correct;1.0;;1;True;Ho visitato diverso città in Italia
20260727_171553;2026-07-27T17:22:47;16;vivere;Vivere;İngilizce;İngilizcesi;To live;vivere;True;correct;1.0;;1;True;Suo fratello adesso vive a Londra
20260727_171553;2026-07-27T17:22:58;17;avere;Avere;İngilizce;İngilizcesi;To have;avere;True;correct;1.0;;1;True;Ho una macchina fotografica
20260727_171553;2026-07-27T17:23:03;18;vorrei;Vorrei;İngilizce;İngilizcesi;I’d like;vorrei;True;correct;1.0;;1;True;Vorrei un biglietto per roma
20260727_171553;2026-07-27T17:23:06;19;volere;Volere;İngilizce;İngilizcesi;To want;volare;False;spelling_error;0.833;;1;False;Voglio imparare l’italiano
20260727_171553;2026-07-27T17:23:09;20;facile;Facile;İngilizce;İngilizcesi;Easy;;False;no_recall;0.0;;1;False;Questo esercizio e’ facile
20260727_171553;2026-07-27T17:23:14;21;cambiare;Cambiare;İngilizce;İngilizcesi;To change;cambiare;True;correct;1.0;;1;True;Voglio cambiare la mia vita
20260727_171553;2026-07-27T17:23:17;22;rendere;Rendere;İngilizce;İngilizcesi;To make/To render;rendere;True;correct;1.0;;1;True;Voglio rendere felice la mia ragazza
20260727_171553;2026-07-27T17:23:37;23;facile;Facile;Türkçe;Türkçesi;Kolay;facile;True;correct;1.0;;1;True;Questo esercizio e’ facile
20260727_171553;2026-07-27T17:23:45;24;mezzo di trasporto;Mezzo di trasporto;Türkçe;Türkçesi;Ulaşım Aracı;mezzo di trasporto;True;correct;1.0;;1;True;Il treno e’ il mio mezzo di trasporto preferito
20260727_171553;2026-07-27T17:23:52;25;potere;Potere;Türkçe;Türkçesi;Yapabilmek;potere;True;correct;1.0;;1;True;Posso parlare un podi italiano
20260727_171553;2026-07-27T17:23:55;26;rendere;Rendere;Türkçe;Türkçesi;Hale getirmek;rendere;True;correct;1.0;;1;True;Voglio rendere felice la mia ragazza
20260727_171553;2026-07-27T17:23:58;27;senza;Senza;İngilizce;İngilizcesi;Without;senza;True;correct;1.0;;1;True;Non posso vivere senza la mia famiglia
20260727_171553;2026-07-27T17:24:01;28;senza;Senza;Türkçe;Türkçesi;-Sız/ -siz;senza;True;correct;1.0;;1;True;Non posso vivere senza la mia famiglia
20260727_171553;2026-07-27T17:24:04;29;felice;Felice;Türkçe;Türkçesi;Mutlu;felice;True;correct;1.0;;1;True;Sono felice quando viaggio con la mia ragazza
20260727_171553;2026-07-27T17:24:10;30;vivere;Vivere;Türkçe;Türkçesi;Yaşamak;vivere;True;correct;1.0;;1;True;Suo fratello adesso vive a Londra
20260727_171553;2026-07-27T17:24:16;31;mezzo di trasporto;Mezzo di trasporto;İngilizce;İngilizcesi;Transportation;mezzo di trasporto;True;correct;1.0;;1;True;Il treno e’ il mio mezzo di trasporto preferito
20260727_171553;2026-07-27T17:24:19;32;avere;Avere;Türkçe;Türkçesi;Sahip olmak;avere;True;correct;1.0;;1;True;Ho una macchina fotografica
20260727_171553;2026-07-27T17:24:22;33;prendere;Prendere;Türkçe;Türkçesi;Almak/Binmek;prendere;True;correct;1.0;;1;True;Prendo l’autobus ogni mattina
20260727_171553;2026-07-27T17:24:25;34;vita;Vita;İngilizce;İngilizcesi;Life;vita;True;correct;1.0;;1;True;Ha avuto una vita difficile, tra Mattie e problemi familiari
20260727_171553;2026-07-27T17:24:27;35;fare;Fare;İngilizce;İngilizcesi;To do/ to make;fare;True;correct;1.0;;1;True;Nel tempo libero faccio fotografie
20260727_171553;2026-07-27T17:24:30;36;dovere;Dovere;İngilizce;İngilizcesi;Must/ to have to;dovere;True;correct;1.0;;1;True;Devo studiare oggi
20260727_171553;2026-07-27T17:24:32;37;qualcosa;Qualcosa;Türkçe;Türkçesi;Bir şey;;False;no_recall;0.0;;1;False;Vorrei mangiare qualcosa
20260727_171553;2026-07-27T17:24:36;38;volere;Volere;İngilizce;İngilizcesi;To want;volere;True;correct;1.0;;2;False;Voglio imparare l’italiano
20260727_171553;2026-07-27T17:24:40;39;volere;Volere;Türkçe;Türkçesi;İstemek;volere;True;correct;1.0;;2;False;Voglio imparare l’italiano
20260727_171553;2026-07-27T17:24:43;40;potere;Potere;İngilizce;İngilizcesi;Can/ to be able to;potere;True;correct;1.0;;2;False;Posso parlare un podi italiano
20260727_171553;2026-07-27T17:24:47;41;vorrei;Vorrei;Türkçe;Türkçesi;İsterdim / istiyorum;vorrei;True;correct;1.0;;1;True;Vorrei un biglietto per roma
20260727_171553;2026-07-27T17:24:50;42;difficile;Difficile;İngilizce;İngilizcesi;Difficult/Hard;difficile;True;correct;1.0;;1;True;Parlare italiano non e difficile
20260727_171553;2026-07-27T17:24:53;43;qualcosa;Qualcosa;Türkçe;Türkçesi;Bir şey;qualcosa;True;correct;1.0;;2;False;Vorrei mangiare qualcosa
20260727_171553;2026-07-27T17:24:56;44;facile;Facile;İngilizce;İngilizcesi;Easy;facile;True;correct;1.0;;2;False;Questo esercizio e’ facile
20260727_171553;2026-07-27T17:25:00;45;sapere;Sapere;Türkçe;Türkçesi;Bilmek;sapere;True;correct;1.0;;1;True;Non so parlare bene italiano
20260727_171553;2026-07-27T17:25:03;46;parlare;Parlare;İngilizce;İngilizcesi;To speak;parlare;True;correct;1.0;;1;True;Parlo italiano con i miei amici
20260727_171553;2026-07-27T17:25:06;47;dovere;Dovere;Türkçe;Türkçesi;Zorunda olmak;dovere;True;correct;1.0;;1;True;Devo studiare oggi
20260727_171553;2026-07-27T17:25:10;48;sapere;Sapere;İngilizce;İngilizcesi;To know;sapere;True;correct;1.0;;1;True;Non so parlare bene italiano
