session_id;answered_at;attempt_order;word_key;italian_word;clue_language;clue_column;clue;user_answer;is_correct;error_type;similarity_score;confused_with;task_attempt_number;is_first_try_correct;example
20260726_090722;2026-07-26T09:07:27;1;arrivare;Arrivare;İngilizce;İngilizcesi;Arrive;arrivare;True;correct;1.0;;1;True;Arrivo alla stazione alle nove
20260726_090722;2026-07-26T09:07:32;2;mi piace;Mi piace;İngilizce;İngilizcesi;I like;mi piace;True;correct;1.0;;1;True;Mi piace fare fotografie quando viaggiare
20260726_090722;2026-07-26T09:07:38;3;tenere;Tenere;Türkçe;Türkçesi;Tutmak / korumak;tenere;True;correct;1.0;;1;True;Puoi tenere la mia borsa
20260726_090722;2026-07-26T09:08:21;4;soldi;Soldi;Türkçe;Türkçesi;Para;solido;False;unknown_or_semantic_error;0.727;;1;False;Non ho abbastanza soldi per viaggiare
20260726_090722;2026-07-26T09:08:27;5;tenere;Tenere;İngilizce;İngilizcesi;To Hold / To Keep;tenere;True;correct;1.0;;1;True;Puoi tenere la mia borsa
20260726_090722;2026-07-26T09:08:31;6;cosi cosi;Cosi cosi;Türkçe;Türkçesi;Şöyle böyle / Eh işte;cosi cosi;True;correct;1.0;;1;True;Come stai? Cosi cosi
20260726_090722;2026-07-26T09:08:36;7;generalmente;Generalmente;Türkçe;Türkçesi;Genellikle;generalmente;True;correct;1.0;;1;True;Generalmente studio italiano la sera
20260726_090722;2026-07-26T09:08:41;8;lavorare;Lavorare;Türkçe;Türkçesi;Çalışmak;lavorare;True;correct;1.0;;1;True;Vorrei lavorare nel settore dei dati
20260726_090722;2026-07-26T09:08:43;9;soldi;Soldi;Türkçe;Türkçesi;Para;soldi;True;correct;1.0;;2;False;Non ho abbastanza soldi per viaggiare
20260726_090722;2026-07-26T09:08:47;10;solo;Solo;İngilizce;İngilizcesi;Only / Alone;solo;True;correct;1.0;;1;True;Oggi sono solo a casa
20260726_090722;2026-07-26T09:08:51;11;chiedere;Chiedere;İngilizce;İngilizcesi;To ask / To request;chiedere;True;correct;1.0;;1;True;Vorrei chiedere un’informazione
20260726_090722;2026-07-26T09:08:57;12;i̇l più;İl più;Türkçe;Türkçesi;En / En Çok;İl piu;False;spelling_error;0.857;;1;False;Questo esercizio e il più difficile
20260726_090722;2026-07-26T09:09:13;13;solo;Solo;Türkçe;Türkçesi;Sadece / Yalnız;solo;True;correct;1.0;;1;True;Oggi sono solo a casa
20260726_090722;2026-07-26T09:09:16;14;notte;Notte;İngilizce;İngilizcesi;Night;notte;True;correct;1.0;;1;True;Di notte dormo circa otto ore
20260726_090722;2026-07-26T09:09:20;15;cosi cosi;Cosi cosi;İngilizce;İngilizcesi;So-so;cosi cosi;True;correct;1.0;;1;True;Come stai? Cosi cosi
20260726_090722;2026-07-26T09:09:24;16;sono di;Sono di;Türkçe;Türkçesi;….liyim / … denim;sono di;True;correct;1.0;;1;True;Sono di Lüleburgaz ma vivo a edirne
20260726_090722;2026-07-26T09:09:27;17;i̇l più;İl più;Türkçe;Türkçesi;En / En Çok;İl più;True;correct;1.0;;2;False;Questo esercizio e il più difficile
20260726_090722;2026-07-26T09:09:35;18;mattina;Mattina;İngilizce;İngilizcesi;Morning;mattina;True;correct;1.0;;1;True;Ogni mattina bevo un caffe
20260726_090722;2026-07-26T09:09:42;19;mi dispiace;Mi dispiace;Türkçe;Türkçesi;Üzgünüm;mi dispiace;True;correct;1.0;;1;True;Mi dispiace, oggi non posso venire
20260726_090722;2026-07-26T09:09:46;20;quando;Quando;Türkçe;Türkçesi;Ne zaman / -dığında;quando;True;correct;1.0;;1;True;Quando vuoi mangiare e dove
20260726_090722;2026-07-26T09:09:49;21;mattina;Mattina;Türkçe;Türkçesi;Sabah;mattina;True;correct;1.0;;1;True;Ogni mattina bevo un caffe
20260726_090722;2026-07-26T09:09:53;22;generalmente;Generalmente;İngilizce;İngilizcesi;Generally / usually;generalmente;True;correct;1.0;;1;True;Generalmente studio italiano la sera
20260726_090722;2026-07-26T09:19:19;23;perche;Perche;İngilizce;İngilizcesi;Why / Because;perche;True;correct;1.0;;1;True;Studio italiano perche andare in Italia
20260726_090722;2026-07-26T09:19:23;24;notte;Notte;Türkçe;Türkçesi;Gece;notte;True;correct;1.0;;1;True;Di notte dormo circa otto ore
20260726_090722;2026-07-26T09:19:27;25;quando;Quando;İngilizce;İngilizcesi;When;quando;True;correct;1.0;;1;True;Quando vuoi mangiare e dove
20260726_090722;2026-07-26T09:19:30;26;bere;Bere;Türkçe;Türkçesi;İçmek;bere;True;correct;1.0;;1;True;Bevo molta acqua durante il giorno
20260726_090722;2026-07-26T09:19:43;27;i̇l più;İl più;İngilizce;İngilizcesi;The most;İl più;True;correct;1.0;;1;True;Questo esercizio e il più difficile
20260726_090722;2026-07-26T09:19:47;28;sono di;Sono di;İngilizce;İngilizcesi;I am from;sono di;True;correct;1.0;;1;True;Sono di Lüleburgaz ma vivo a edirne
20260726_090722;2026-07-26T09:19:57;29;allo stesso tempo;Allo stesso tempo;Türkçe;Türkçesi;Aynı zamanda;allo stesso tempo;True;correct;1.0;;1;True;Studio e lavoro allo stesso tempo
20260726_090722;2026-07-26T09:20:00;30;mano;Mano;İngilizce;İngilizcesi;Hand;mano;True;correct;1.0;;1;True;Con la chitarra in mano
20260726_090722;2026-07-26T09:20:05;31;tornare;Tornare;Türkçe;Türkçesi;Dönmek / geri gelmek;tornare;True;correct;1.0;;1;True;Torno a casa dopo il lavoro
20260726_090722;2026-07-26T09:20:09;32;mi dispiace;Mi dispiace;İngilizce;İngilizcesi;I’m sorry;mi dispiace;True;correct;1.0;;1;True;Mi dispiace, oggi non posso venire
20260726_090722;2026-07-26T09:20:11;33;bere;Bere;İngilizce;İngilizcesi;To drink;bere;True;correct;1.0;;1;True;Bevo molta acqua durante il giorno
20260726_090722;2026-07-26T09:20:16;34;arrivare;Arrivare;Türkçe;Türkçesi;Varmak / Ulaşmak;arrivare;True;correct;1.0;;1;True;Arrivo alla stazione alle nove
20260726_090722;2026-07-26T09:20:20;35;mi piace;Mi piace;Türkçe;Türkçesi;Hoşuma gidiyor / seviyorum;mi piace;True;correct;1.0;;1;True;Mi piace fare fotografie quando viaggiare
20260726_090722;2026-07-26T09:20:23;36;mano;Mano;Türkçe;Türkçesi;El;mano;True;correct;1.0;;1;True;Con la chitarra in mano
20260726_090722;2026-07-26T09:20:28;37;soldi;Soldi;İngilizce;İngilizcesi;Money;soldi;True;correct;1.0;;1;True;Non ho abbastanza soldi per viaggiare
20260726_090722;2026-07-26T09:20:33;38;perche;Perche;Türkçe;Türkçesi;Neden / Çünkü;perche;True;correct;1.0;;1;True;Studio italiano perche andare in Italia
20260726_090722;2026-07-26T09:20:39;39;allo stesso tempo;Allo stesso tempo;İngilizce;İngilizcesi;At the same time;allo stesso tempo;True;correct;1.0;;1;True;Studio e lavoro allo stesso tempo
20260726_090722;2026-07-26T09:20:43;40;lavorare;Lavorare;İngilizce;İngilizcesi;To work;lavorare;True;correct;1.0;;1;True;Vorrei lavorare nel settore dei dati
20260726_090722;2026-07-26T09:20:47;41;chiedere;Chiedere;Türkçe;Türkçesi;Sormak / Rica etmek;chiedere;True;correct;1.0;;1;True;Vorrei chiedere un’informazione
20260726_090722;2026-07-26T09:20:51;42;tornare;Tornare;İngilizce;İngilizcesi;To return / to come back;tornare;True;correct;1.0;;1;True;Torno a casa dopo il lavoro
