session_id;answered_at;attempt_order;word_key;italian_word;clue_language;clue_column;clue;user_answer;is_correct;error_type;similarity_score;confused_with;task_attempt_number;is_first_try_correct;example
20260722_171233;2026-07-22T17:13:01;1;mano;Mano;İngilizce;İngilizcesi;Hand;mano;True;correct;1.0;;1;True;Con la chitarra in mano
20260722_171233;2026-07-22T17:13:08;2;cosi cosi;Cosi cosi;İngilizce;İngilizcesi;So-so;cosi csoi;False;spelling_error;0.889;;1;False;Come stai? Cosi cosi
20260722_171233;2026-07-22T17:13:19;3;perche;Perche;İngilizce;İngilizcesi;Why / Because;perche;True;correct;1.0;;1;True;Studio italiano perche andare in Italia
20260722_171233;2026-07-22T17:13:30;4;tenere;Tenere;Türkçe;Türkçesi;Tutmak / korumak;Tenere;True;correct;1.0;;1;True;Puoi tenere la mia borsa
20260722_171233;2026-07-22T17:13:33;5;solo;Solo;Türkçe;Türkçesi;Sadece / Yalnız;Solo;True;correct;1.0;;1;True;Oggi sono solo a casa
20260722_171233;2026-07-22T17:13:38;6;chiedere;Chiedere;Türkçe;Türkçesi;Sormak / Rica etmek;Chiedere;True;correct;1.0;;1;True;Vorrei chiedere un’informazione
20260722_171233;2026-07-22T17:13:43;7;mi piace;Mi piace;Türkçe;Türkçesi;Hoşuma gidiyor / seviyorum;Mi piace;True;correct;1.0;;1;True;Mi piace fare fotografie quando viaggiare
20260722_171233;2026-07-22T17:14:00;8;allo stesso tempo;Allo stesso tempo;İngilizce;İngilizcesi;At the same time;;False;no_recall;0.0;;1;False;Studio e lavoro allo stesso tempo
20260722_171233;2026-07-22T17:14:08;9;bere;Bere;İngilizce;İngilizcesi;To drink;bere;True;correct;1.0;;1;True;Bevo molta acqua durante il giorno
20260722_171233;2026-07-22T17:14:12;10;quando;Quando;İngilizce;İngilizcesi;When;quando;True;correct;1.0;;1;True;Quando vuoi mangiare e dove
20260722_171233;2026-07-22T17:14:16;11;i̇l più;İl più;Türkçe;Türkçesi;En / En Çok;il piu;False;spelling_error;0.769;;1;False;Questo esercizio e il più difficile
20260722_171233;2026-07-22T17:14:29;12;tornare;Tornare;İngilizce;İngilizcesi;To return / to come back;tornare;True;correct;1.0;;1;True;Torno a casa dopo il lavoro
20260722_171233;2026-07-22T17:14:33;13;i̇l più;İl più;İngilizce;İngilizcesi;The most;il più;False;spelling_error;0.923;;1;False;Questo esercizio e il più difficile
20260722_171233;2026-07-22T17:14:46;14;mattina;Mattina;Türkçe;Türkçesi;Sabah;mattina;True;correct;1.0;;1;True;Ogni mattina bevo un caffe
20260722_171233;2026-07-22T17:14:50;15;sono di;Sono di;İngilizce;İngilizcesi;I am from;sono di;True;correct;1.0;;1;True;Sono di Lüleburgaz ma vivo a edirne
20260722_171233;2026-07-22T17:14:53;16;soldi;Soldi;İngilizce;İngilizcesi;Money;soldi;True;correct;1.0;;1;True;Non ho abbastanza soldi per viaggiare
20260722_171233;2026-07-22T17:14:58;17;i̇l più;İl più;Türkçe;Türkçesi;En / En Çok;il più;False;spelling_error;0.923;;2;False;Questo esercizio e il più difficile
20260722_171233;2026-07-22T17:15:42;18;mi dispiace;Mi dispiace;Türkçe;Türkçesi;Üzgünüm;mi dispiace;True;correct;1.0;;1;True;Mi dispiace, oggi non posso venire
20260722_171233;2026-07-22T17:15:49;19;notte;Notte;İngilizce;İngilizcesi;Night;notte;True;correct;1.0;;1;True;Di notte dormo circa otto ore
20260722_171233;2026-07-22T17:15:52;20;notte;Notte;Türkçe;Türkçesi;Gece;notte;True;correct;1.0;;1;True;Di notte dormo circa otto ore
20260722_171233;2026-07-22T17:15:57;21;generalmente;Generalmente;İngilizce;İngilizcesi;Generally / usually;generalmente;True;correct;1.0;;1;True;Generalmente studio italiano la sera
20260722_171233;2026-07-22T17:16:06;22;lavorare;Lavorare;Türkçe;Türkçesi;Çalışmak;lavorare;True;correct;1.0;;1;True;Vorrei lavorare nel settore dei dati
20260722_171233;2026-07-22T17:16:14;23;cosi cosi;Cosi cosi;Türkçe;Türkçesi;Şöyle böyle / Eh işte;Cosi cosi;True;correct;1.0;;1;True;Come stai? Cosi cosi
20260722_171233;2026-07-22T17:16:22;24;lavorare;Lavorare;İngilizce;İngilizcesi;To work;lavorare;True;correct;1.0;;1;True;Vorrei lavorare nel settore dei dati
20260722_171233;2026-07-22T17:16:26;25;generalmente;Generalmente;Türkçe;Türkçesi;Genellikle;generalmente;True;correct;1.0;;1;True;Generalmente studio italiano la sera
20260722_171233;2026-07-22T17:16:32;26;arrivare;Arrivare;Türkçe;Türkçesi;Varmak / Ulaşmak;arrivare;True;correct;1.0;;1;True;Arrivo alla stazione alle nove
20260722_171233;2026-07-22T17:16:46;27;i̇l più;İl più;İngilizce;İngilizcesi;The most;il piü.`~;False;unknown_or_semantic_error;0.625;;2;False;Questo esercizio e il più difficile
20260722_171233;2026-07-22T17:17:05;28;allo stesso tempo;Allo stesso tempo;İngilizce;İngilizcesi;At the same time;stesso tempo;False;spelling_error;0.828;;2;False;Studio e lavoro allo stesso tempo
20260722_171233;2026-07-22T17:17:13;29;mano;Mano;Türkçe;Türkçesi;El;mano;True;correct;1.0;;1;True;Con la chitarra in mano
