session_id;answered_at;attempt_order;word_key;italian_word;clue_language;clue_column;clue;user_answer;is_correct;error_type;similarity_score;confused_with;task_attempt_number;is_first_try_correct;example
20260802_160735;2026-08-02T16:07:40;1;aggiungere;Aggiungere;İngilizce;İngilizcesi;To add;aggiungere;True;correct;1.0;;1;True;Vorrei aggiungere una nuova parola alla mia lista
20260802_160735;2026-08-02T16:07:45;2;non riesco;Non riesco;Türkçe;Türkçesi;Başaramıyorum / Yapamıyorum;non riesco;True;correct;1.0;;1;True;Non riesco a capire questa frase
20260802_160735;2026-08-02T16:07:49;3;non riesco;Non riesco;İngilizce;İngilizcesi;I can’t manage / Im unable;non riesco;True;correct;1.0;;1;True;Non riesco a capire questa frase
20260802_160735;2026-08-02T16:07:54;4;ovviamente;Ovviamente;İngilizce;İngilizcesi;Obviously / Of course;ovviamente;True;correct;1.0;;1;True;Ovviamente voglio visitare Roma quando andrò in Italia
20260802_160735;2026-08-02T16:07:57;5;dire;Dire;Türkçe;Türkçesi;Söylemek / Demek;dire;True;correct;1.0;;1;True;Puoi dire questa frase piu lentamente
20260802_160735;2026-08-02T16:08:02;6;aggiungere;Aggiungere;Türkçe;Türkçesi;Eklemek;aggiungere;True;correct;1.0;;1;True;Vorrei aggiungere una nuova parola alla mia lista
20260802_160735;2026-08-02T16:08:09;7;puoi farmi;Puoi farmi;İngilizce;İngilizcesi;Can you make/do … for me;puoi farmi;True;correct;1.0;;1;True;Puoi farmi un favore per favore
20260802_160735;2026-08-02T16:08:14;8;quindi;Quindi;Türkçe;Türkçesi;Bu yüzden / dolayısıyla / O halde;quindi;True;correct;1.0;;1;True;Sono stanco, quindi rimango a casa
20260802_160735;2026-08-02T16:08:22;9;sensazione;Sensazione;Türkçe;Türkçesi;His / Duygu / İzlenim;sensazione;True;correct;1.0;;1;True;Ho una bella sensazione quando parlo italiano
20260802_160735;2026-08-02T16:08:26;10;quanto;Quanto;Türkçe;Türkçesi;Ne kadar / Kaç tane;quanto;True;correct;1.0;;1;True;Quanto costa questo corso di italiano
20260802_160735;2026-08-02T16:08:29;11;spiegare;Spiegare;Türkçe;Türkçesi;Açıklamak;spiegare;True;correct;1.0;;1;True;Puoi spiegare il significato di questa parola
20260802_160735;2026-08-02T16:08:34;12;spiegare;Spiegare;İngilizce;İngilizcesi;To explain;spiegare;True;correct;1.0;;1;True;Puoi spiegare il significato di questa parola
20260802_160735;2026-08-02T16:08:38;13;sperare;Sperare;İngilizce;İngilizcesi;To hope;sperare;True;correct;1.0;;1;True;Spero di andare in Italia l’anno prossimo
20260802_160735;2026-08-02T16:08:45;14;scorsa;Scorsa;Türkçe;Türkçesi;Geçen / Önceki;scorsa;True;correct;1.0;;1;True;L’estate scorsa sono andato in Cappadocia
20260802_160735;2026-08-02T16:08:49;15;semplice;Semplice;Türkçe;Türkçesi;Basit / Sade;semplimente;False;unknown_or_semantic_error;0.737;;1;False;Questa frase e’ semplice da capire
20260802_160735;2026-08-02T16:08:55;16;anche se;Anche se;İngilizce;İngilizcesi;Even if / Although;anche se;True;correct;1.0;;1;True;Anche se sono stanco, studio italiano e inglese
20260802_160735;2026-08-02T16:09:00;17;sensazione;Sensazione;İngilizce;İngilizcesi;Feeling / Sensation;sensazione;True;correct;1.0;;1;True;Ho una bella sensazione quando parlo italiano
